likes,retweets,pos_score,neg_score,vn_lable,n_lable,nu_lable,p_lable,vp_lable,followers,followings,verifies,ratings
7844,1932,0.49,0.51,0.26,0.16,0.17,0.23,0.19,1949507,3403,0.067,0
580,212,0.42,0.58,0.3,0.18,0.25,0.14,0.12,21661,1898,0.048,0
72,11,0.4,0.6,0.32,0.23,0.22,0.12,0.12,6565,1274,0.02,0
2137,525,0.36,0.64,0.35,0.18,0.35,0.06,0.06,4782,1445,0.009,0
1,0,0.49,0.51,0.12,0.06,0.82,0.0,0.0,2453,1355,0.0,0
4017,1034,0.52,0.48,0.18,0.25,0.15,0.2,0.22,139746,2090,0.105,0
5,1,0.43,0.57,0.26,0.25,0.19,0.22,0.08,3195,1551,0.078,0
1,0,0.2,0.8,0.62,0.24,0.07,0.04,0.03,4188,1567,0.0,0
707,194,0.33,0.67,0.42,0.26,0.1,0.14,0.08,18957,1137,0.01,0
5087,1438,0.52,0.48,0.23,0.15,0.19,0.16,0.27,7021,4764,0.011,0
149,81,0.48,0.52,0.22,0.21,0.21,0.16,0.2,1377,906,0.012,0
114,13,0.41,0.59,0.41,0.15,0.12,0.22,0.11,19644,1099,0.031,0
22,6,0.36,0.64,0.36,0.29,0.11,0.17,0.07,10129,822,0.061,0
0,0,0.19,0.81,1.0,0.0,0.0,0.0,0.0,284,441,0.0,0
8,3,0.42,0.58,0.29,0.19,0.2,0.23,0.09,6942,5515,0.0,0
87,18,0.41,0.59,0.26,0.24,0.26,0.18,0.06,31811,648,0.011,0
192,67,0.31,0.69,0.4,0.28,0.2,0.09,0.03,39813,1646,0.03,0
3,1,0.41,0.59,0.24,0.25,0.26,0.17,0.08,13199,1507,0.087,0
5,2,0.43,0.57,0.29,0.18,0.27,0.15,0.11,6858,2037,0.031,0
7,2,0.38,0.62,0.23,0.35,0.22,0.12,0.08,95136,800,0.051,0
2,0,0.46,0.54,0.31,0.14,0.19,0.24,0.12,5117,1148,0.02,0
3,0,0.32,0.68,0.44,0.22,0.16,0.13,0.04,15642,7950,0.035,0
0,0,0.36,0.64,0.35,0.26,0.16,0.11,0.11,215,749,0.0,0
1,0,0.41,0.59,0.27,0.24,0.22,0.19,0.07,6153,1805,0.033,0
1,0,0.52,0.48,0.22,0.22,0.17,0.17,0.22,6310,1064,0.048,0
1,0,0.58,0.42,0.2,0.14,0.13,0.14,0.4,3597,2842,0.0,0
1,0,0.48,0.52,0.23,0.23,0.18,0.17,0.18,19620,1121,0.045,0
9,3,0.53,0.47,0.2,0.2,0.16,0.17,0.27,35052,1850,0.08,0
9,1,0.35,0.65,0.36,0.35,0.11,0.1,0.09,13921,786,0.021,0
8,1,0.26,0.73,0.47,0.31,0.11,0.1,0.01,14803,3756,0.035,0
2227,273,0.54,0.46,0.19,0.18,0.22,0.18,0.25,85358,1221,0.049,0
342,69,0.39,0.61,0.19,0.37,0.29,0.09,0.05,14400,2199,0.034,0
20,5,0.32,0.68,0.4,0.31,0.11,0.12,0.06,88963,5551,0.084,0
2,0,0.37,0.63,0.27,0.35,0.24,0.09,0.05,5058,553,0.022,0
23,5,0.51,0.49,0.17,0.22,0.22,0.17,0.22,5755,2021,0.112,0
5,1,0.41,0.59,0.27,0.26,0.24,0.1,0.12,2017,1427,0.01,0
2,0,0.43,0.57,0.31,0.19,0.21,0.14,0.15,5964,1096,0.031,0
97,19,0.36,0.64,0.28,0.28,0.27,0.11,0.05,100875,5653,0.136,0
264,59,0.33,0.67,0.33,0.3,0.25,0.08,0.03,169511,858,0.051,0
2,1,0.53,0.47,0.17,0.21,0.24,0.18,0.22,3075,1542,0.034,0
187,68,0.39,0.61,0.24,0.32,0.23,0.17,0.04,19368,892,0.088,0
39,8,0.29,0.71,0.18,0.78,0.03,0.01,0.0,38439,3571,0.011,0
6,1,0.46,0.54,0.25,0.2,0.23,0.17,0.15,47043,634,0.063,0
205,75,0.47,0.53,0.26,0.19,0.24,0.15,0.16,101221,1104,0.043,0
1,0,0.54,0.46,0.22,0.16,0.12,0.35,0.14,2580,1033,0.013,0
114,10,0.38,0.62,0.33,0.24,0.23,0.12,0.09,49144,1313,0.037,0
9,4,0.38,0.62,0.34,0.28,0.15,0.16,0.08,107178,959,0.098,0
1,0,0.33,0.67,0.48,0.14,0.18,0.08,0.12,4418,1471,0.01,0
899,206,0.42,0.58,0.36,0.2,0.11,0.16,0.17,85814,7425,0.031,0
135,27,0.48,0.52,0.19,0.18,0.33,0.14,0.15,15737,973,0.093,0
162,140,0.38,0.62,0.41,0.2,0.13,0.11,0.16,11941,1673,0.054,0
3,1,0.41,0.59,0.22,0.35,0.25,0.08,0.1,31137,1304,0.077,0
2,0,0.4,0.6,0.27,0.25,0.24,0.15,0.09,4763,1856,0.026,0
99,19,0.37,0.63,0.35,0.26,0.22,0.06,0.11,18142,1204,0.059,0
980,240,0.3,0.7,0.4,0.32,0.2,0.05,0.03,641927,1525,0.078,0
20,10,0.38,0.62,0.36,0.2,0.23,0.11,0.1,6083,1606,0.043,0
0,0,0.27,0.73,0.48,0.34,0.03,0.06,0.09,8381,3850,0.026,0
40,6,0.44,0.56,0.31,0.23,0.13,0.14,0.19,35498,887,0.03,0
677,141,0.41,0.59,0.27,0.26,0.23,0.14,0.1,84017,1963,0.104,0
8,1,0.6,0.4,0.11,0.11,0.25,0.25,0.28,5773,1649,0.032,0
2,0,0.38,0.62,0.3,0.28,0.21,0.12,0.1,37017,6552,0.064,0
79,9,0.32,0.67,0.42,0.24,0.21,0.06,0.06,104846,1541,0.043,0
213,38,0.27,0.73,0.47,0.28,0.17,0.05,0.02,202693,1947,0.088,0
1819,643,0.57,0.43,0.12,0.21,0.18,0.29,0.2,25861,2106,0.156,0
9,1,0.37,0.63,0.33,0.25,0.26,0.11,0.05,198709,1402,0.013,0
38,6,0.23,0.77,0.5,0.35,0.11,0.03,0.02,8997,1479,0.061,0
1717,321,0.38,0.62,0.26,0.31,0.25,0.09,0.08,3779,1311,0.021,0
1482,296,0.49,0.51,0.19,0.2,0.26,0.17,0.18,50448,5827,0.11,0
26,6,0.48,0.52,0.21,0.27,0.18,0.16,0.18,16692,1982,0.029,0
5,2,0.53,0.47,0.18,0.2,0.17,0.21,0.25,4691,2689,0.012,0
483,197,0.35,0.65,0.36,0.27,0.19,0.12,0.07,44160,2001,0.09,0
184,58,0.47,0.53,0.08,0.25,0.5,0.13,0.05,75179,1452,0.053,0
652,461,0.34,0.66,0.33,0.31,0.25,0.08,0.04,21887,1548,0.039,0
480,98,0.42,0.58,0.28,0.26,0.19,0.15,0.12,8251,1203,0.035,0
9,4,0.33,0.67,0.36,0.3,0.25,0.05,0.05,13446,1504,0.114,0
128,42,0.36,0.64,0.32,0.34,0.16,0.11,0.08,44330,2832,0.082,0
263,96,0.41,0.58,0.25,0.25,0.24,0.14,0.11,359245,1072,0.058,0
1,0,0.3,0.7,0.41,0.36,0.05,0.18,0.0,3828,2567,0.0,0
3,1,0.41,0.59,0.29,0.28,0.14,0.14,0.15,162516,2097,0.06,0
1658,411,0.25,0.75,0.5,0.25,0.21,0.02,0.02,27540,3218,0.091,0
1,0,0.45,0.55,0.23,0.15,0.38,0.0,0.23,6113,1426,0.077,0
330,76,0.32,0.68,0.4,0.31,0.15,0.08,0.06,24912,1788,0.066,0
16,13,0.24,0.76,0.52,0.29,0.13,0.03,0.03,8330,2099,0.04,0
16,4,0.36,0.64,0.31,0.29,0.26,0.09,0.04,4197,1088,0.022,0
30,9,0.3,0.7,0.43,0.26,0.2,0.1,0.02,4622,1601,0.035,0
19,2,0.46,0.54,0.24,0.21,0.22,0.14,0.19,9721,2495,0.091,0
430,117,0.36,0.64,0.33,0.24,0.28,0.1,0.06,19341,1031,0.042,0
497,90,0.4,0.6,0.27,0.31,0.19,0.13,0.1,27511,1094,0.051,0
1,0,0.39,0.61,0.39,0.15,0.18,0.24,0.03,5502,1072,0.136,0
37,4,0.61,0.39,0.05,0.26,0.17,0.21,0.32,2627,858,0.01,0
15,6,0.31,0.69,0.45,0.28,0.13,0.12,0.03,175519,11509,0.174,0
68,8,0.38,0.62,0.31,0.28,0.21,0.13,0.07,33882,803,0.094,0
209,15,0.59,0.41,0.12,0.13,0.25,0.21,0.28,4739,1073,0.039,0
1,0,0.33,0.67,0.35,0.35,0.14,0.08,0.08,3727,3230,0.0,0
17,6,0.36,0.64,0.42,0.18,0.13,0.16,0.11,74590,7671,0.07,0
13,4,0.37,0.63,0.25,0.38,0.23,0.08,0.06,3934,1075,0.02,0
0,0,0.47,0.53,0.12,0.26,0.33,0.19,0.1,2272,1129,0.013,0
502,178,0.32,0.68,0.43,0.26,0.18,0.07,0.06,30376,2708,0.084,0
6,0,0.5,0.5,0.25,0.17,0.18,0.21,0.21,1617,1009,0.0,0
1076,1068,0.38,0.62,0.3,0.28,0.22,0.1,0.1,736399,4479,0.107,0
152,18,0.5,0.5,0.19,0.19,0.23,0.21,0.18,41506,1418,0.054,0
1,0,0.48,0.52,0.29,0.18,0.16,0.19,0.19,3968,1502,0.014,0
0,0,0.32,0.68,0.25,0.38,0.38,0.0,0.0,496,498,0.0,0
24,4,0.53,0.47,0.13,0.27,0.22,0.16,0.23,27499,2484,0.045,0
120,12,0.38,0.62,0.33,0.25,0.19,0.13,0.1,101754,2476,0.031,0
93,25,0.42,0.58,0.29,0.21,0.25,0.14,0.11,10703,6051,0.02,0
3,1,0.48,0.52,0.16,0.25,0.24,0.25,0.11,2933,1323,0.015,0
83,21,0.46,0.54,0.26,0.19,0.21,0.17,0.17,22077,3553,0.106,0
36,5,0.52,0.48,0.22,0.13,0.22,0.23,0.2,17675,1252,0.121,0
5412,1205,0.37,0.63,0.3,0.33,0.17,0.11,0.09,4168,1089,0.03,0
13,1,0.41,0.59,0.33,0.24,0.14,0.14,0.14,8796,2603,0.0,0
1281,331,0.37,0.63,0.34,0.23,0.21,0.15,0.07,323265,3136,0.127,0
50,6,0.41,0.59,0.28,0.28,0.21,0.14,0.09,9295,1318,0.03,0
8,2,0.42,0.58,0.26,0.24,0.26,0.11,0.13,47470,1247,0.044,0
130,69,0.41,0.59,0.27,0.24,0.25,0.14,0.11,325623,1837,0.093,0
13,9,0.35,0.65,0.27,0.28,0.34,0.08,0.03,13740,798,0.0,0
7,1,0.36,0.64,0.28,0.3,0.27,0.1,0.04,7221,1838,0.045,0
5,2,0.43,0.57,0.28,0.28,0.14,0.09,0.21,4372,1563,0.013,0
320,35,0.39,0.61,0.34,0.21,0.19,0.13,0.13,75977,3168,0.045,0
1,0,0.54,0.46,0.2,0.25,0.07,0.18,0.3,487,542,0.0,0
3,1,0.63,0.37,0.07,0.08,0.24,0.33,0.28,3855,2576,0.032,0
1220,370,0.36,0.64,0.34,0.28,0.2,0.11,0.07,433771,1064,0.047,0
109,33,0.4,0.6,0.29,0.24,0.19,0.16,0.11,4113,2328,0.026,0
26,9,0.41,0.59,0.29,0.19,0.28,0.19,0.05,26406,1375,0.125,0
3083,1926,0.36,0.64,0.39,0.23,0.18,0.11,0.1,77150,3128,0.06,0
78,28,0.26,0.74,0.48,0.28,0.15,0.07,0.02,3879,1237,0.02,0
10,5,0.39,0.61,0.3,0.23,0.26,0.14,0.07,52804,1985,0.079,0
355,121,0.24,0.76,0.65,0.07,0.11,0.12,0.05,221440,1879,0.179,0
2,0,0.46,0.54,0.25,0.24,0.2,0.14,0.18,1207,582,0.0,0
1249,380,0.54,0.46,0.24,0.13,0.15,0.1,0.39,9661,1178,0.073,0
1,1,0.46,0.54,0.2,0.31,0.15,0.19,0.15,4200,1373,0.029,0
77,9,0.61,0.39,0.14,0.19,0.1,0.07,0.5,8341,651,0.012,0
3297,898,0.35,0.65,0.35,0.25,0.26,0.08,0.06,1453,1114,0.008,0
9,4,0.35,0.65,0.32,0.25,0.3,0.09,0.04,4251,1499,0.025,0
6,2,0.36,0.64,0.44,0.21,0.1,0.13,0.13,8926,2677,0.035,0
74,19,0.42,0.58,0.28,0.27,0.17,0.07,0.2,4354,2168,0.0,0
13,2,0.36,0.64,0.39,0.25,0.08,0.18,0.1,8635,1106,0.021,0
528,141,0.39,0.61,0.24,0.28,0.33,0.06,0.09,120714,961,0.096,0
127,36,0.36,0.64,0.41,0.17,0.27,0.05,0.1,26179,933,0.032,0
36,7,0.4,0.6,0.24,0.25,0.3,0.13,0.08,103936,996,0.052,0
71,21,0.43,0.57,0.2,0.19,0.48,0.07,0.07,7967,870,0.024,0
2,0,0.55,0.45,0.15,0.23,0.19,0.15,0.28,4300,1176,0.099,0
124,63,0.52,0.48,0.16,0.21,0.17,0.22,0.23,17094,3021,0.037,1
359,98,0.26,0.74,0.5,0.28,0.12,0.06,0.04,113758,2523,0.055,0
1,0,0.48,0.52,0.24,0.16,0.28,0.15,0.17,1075,971,0.0,0
3,1,0.69,0.31,0.05,0.06,0.08,0.73,0.08,4942,1451,0.0,0
6,2,0.41,0.59,0.26,0.25,0.27,0.11,0.11,6913,3333,0.039,0
22,7,0.31,0.69,0.39,0.28,0.24,0.02,0.07,2256,787,0.015,0
20,3,0.39,0.61,0.25,0.27,0.26,0.16,0.06,11781,1858,0.061,0
213,54,0.58,0.42,0.17,0.16,0.22,0.09,0.36,2771,1125,0.0,0
49,4,0.42,0.58,0.29,0.2,0.25,0.14,0.13,10954,1444,0.056,0
2,0,0.44,0.56,0.14,0.45,0.15,0.16,0.11,4723,1235,0.02,0
10,3,0.44,0.56,0.25,0.23,0.25,0.12,0.14,138722,4035,0.181,0
2,0,0.38,0.62,0.38,0.15,0.22,0.13,0.11,7898,1891,0.023,0
21,12,0.38,0.62,0.32,0.28,0.21,0.1,0.09,29757,1498,0.079,0
2,1,0.44,0.56,0.21,0.32,0.16,0.2,0.11,15201,2074,0.13,0
17,2,0.42,0.58,0.27,0.23,0.27,0.13,0.11,49060,3287,0.089,0
0,0,0.04,0.96,1.0,0.0,0.0,0.0,0.0,2,3,0.0,0
2,0,0.55,0.45,0.03,0.06,0.57,0.28,0.05,2489,2757,0.0,0
2,1,0.36,0.64,0.29,0.39,0.17,0.07,0.08,11509,1011,0.02,0
203,32,0.45,0.55,0.28,0.21,0.17,0.2,0.13,70974,641,0.052,0
82,24,0.33,0.67,0.38,0.32,0.13,0.07,0.1,1313,711,0.0,0
4,1,0.17,0.83,0.79,0.15,0.05,0.01,0.0,8042,3709,0.03,0
2,1,0.43,0.57,0.3,0.18,0.19,0.22,0.11,43187,6439,0.179,0
1230,463,0.34,0.66,0.34,0.26,0.24,0.11,0.04,688117,3840,0.055,0
2,0,0.36,0.64,0.4,0.17,0.17,0.15,0.1,15655,712,0.034,0
6,2,0.5,0.5,0.2,0.19,0.22,0.15,0.23,9688,1454,0.016,0
157,23,0.48,0.52,0.19,0.22,0.18,0.27,0.13,36732,991,0.074,0
1,0,0.51,0.49,0.22,0.22,0.16,0.15,0.23,1309,1056,0.0,0
1,0,0.48,0.52,0.21,0.29,0.1,0.25,0.15,22221,1131,0.022,0
7,1,0.42,0.58,0.3,0.16,0.25,0.22,0.07,191710,795,0.062,0
32,16,0.38,0.62,0.28,0.35,0.15,0.18,0.05,7265,2158,0.022,0
15,3,0.28,0.72,0.47,0.29,0.14,0.01,0.09,7273,1290,0.028,0
21,5,0.5,0.5,0.22,0.21,0.18,0.2,0.21,15236,626,0.022,0
1,0,0.45,0.55,0.17,0.24,0.29,0.23,0.07,16980,1899,0.118,0
1,0,0.49,0.51,0.14,0.31,0.19,0.18,0.17,1899,891,0.011,0
1,0,0.38,0.62,0.36,0.25,0.12,0.19,0.09,7292,1293,0.016,0
4,1,0.32,0.68,0.3,0.45,0.12,0.09,0.04,9345,4476,0.071,0
74,18,0.5,0.5,0.16,0.25,0.23,0.16,0.19,24360,964,0.045,0
0,0,0.33,0.67,0.48,0.14,0.21,0.07,0.09,639,400,0.0,0
288,96,0.33,0.67,0.43,0.26,0.13,0.1,0.09,14336,3368,0.02,0
2,1,0.64,0.36,0.09,0.16,0.14,0.25,0.36,55057,8432,0.207,0
375,62,0.43,0.57,0.27,0.24,0.18,0.1,0.21,38071,1207,0.051,0
1,0,0.45,0.55,0.0,0.43,0.36,0.14,0.07,7181,2212,0.083,0
28,5,0.42,0.58,0.24,0.31,0.22,0.12,0.11,7753,908,0.22,0
1485,725,0.31,0.69,0.41,0.25,0.23,0.06,0.05,26212,13884,0.04,0
929,136,0.4,0.6,0.32,0.27,0.15,0.1,0.15,2357960,2606,0.414,0
826,195,0.49,0.51,0.18,0.24,0.23,0.17,0.18,1253158,7428,0.047,0
5,2,0.38,0.62,0.29,0.28,0.24,0.11,0.08,23888,4263,0.115,0
13,1,0.38,0.62,0.37,0.23,0.16,0.14,0.11,4466,996,0.011,0
8,3,0.58,0.42,0.12,0.14,0.18,0.34,0.23,57820,7250,0.354,0
14,1,0.53,0.47,0.17,0.17,0.19,0.3,0.16,307056,636,0.17,0
1291,310,0.49,0.51,0.2,0.16,0.3,0.18,0.15,140036,2500,0.095,0
11085,3059,0.37,0.63,0.33,0.25,0.22,0.08,0.13,130085,2324,0.138,0
109,37,0.59,0.41,0.2,0.13,0.14,0.24,0.3,41914,7599,0.037,0
1571,380,0.49,0.51,0.26,0.16,0.21,0.1,0.27,769595,1067,0.056,0
64,69,0.48,0.52,0.18,0.29,0.15,0.24,0.14,25418,2191,0.047,0
8,1,0.32,0.68,0.38,0.32,0.17,0.07,0.06,283319,3154,0.024,0
6,1,0.31,0.69,0.44,0.21,0.19,0.15,0.02,4137,1430,0.026,0
4,1,0.31,0.69,0.45,0.24,0.18,0.05,0.08,2904,1284,0.03,0
5,1,0.61,0.39,0.14,0.1,0.16,0.29,0.3,8781,1051,0.071,0
3,1,0.43,0.57,0.17,0.38,0.15,0.24,0.07,1675,1448,0.0,0
67,14,0.3,0.7,0.43,0.24,0.2,0.1,0.04,6124,2209,0.021,0
53,8,0.27,0.73,0.48,0.27,0.16,0.08,0.02,111842,2064,0.058,0
12003,3163,0.33,0.67,0.37,0.26,0.23,0.1,0.03,10564,1116,0.038,0
22,4,0.17,0.83,0.71,0.11,0.06,0.1,0.03,24901,1566,0.073,0
1,0,0.32,0.68,0.36,0.32,0.17,0.11,0.03,3440,803,0.01,0
296,16,0.32,0.68,0.42,0.22,0.2,0.11,0.06,100689,843,0.056,0
2,0,0.43,0.57,0.22,0.25,0.36,0.11,0.07,1599,862,0.011,0
7,2,0.42,0.58,0.31,0.2,0.17,0.19,0.12,30740,924,0.056,0
41,9,0.41,0.59,0.25,0.3,0.17,0.19,0.09,41958,4051,0.106,0
122,9,0.65,0.35,0.12,0.12,0.12,0.28,0.37,7623,1101,0.116,0
318,93,0.32,0.68,0.39,0.3,0.17,0.09,0.06,74886,2133,0.042,0
58,11,0.5,0.5,0.18,0.21,0.24,0.16,0.21,7176,2737,0.012,0
36,12,0.29,0.71,0.45,0.29,0.13,0.08,0.06,2308,1376,0.021,0
2,0,0.4,0.6,0.2,0.2,0.6,0.0,0.0,9050,3006,0.2,0
4,1,0.45,0.54,0.0,0.4,0.6,0.0,0.0,1535,923,0.0,0
89,28,0.35,0.65,0.4,0.21,0.21,0.12,0.06,6867,2036,0.038,0
1584,309,0.55,0.45,0.05,0.22,0.41,0.12,0.2,1386546,839,0.111,0
0,0,0.41,0.59,0.33,0.24,0.14,0.14,0.14,1044,901,0.0,0
174,63,0.43,0.57,0.21,0.29,0.25,0.13,0.12,125644,2147,0.04,0
22,1,0.34,0.66,0.31,0.38,0.21,0.09,0.01,2729,854,0.191,0
117,41,0.31,0.69,0.43,0.24,0.19,0.08,0.06,8769,1941,0.03,0
873,223,0.47,0.53,0.2,0.25,0.24,0.18,0.13,38422,12116,0.085,0
1333,296,0.31,0.69,0.34,0.37,0.17,0.1,0.01,579226,1939,0.152,0
175,142,0.42,0.58,0.24,0.29,0.19,0.2,0.08,83194,1651,0.042,0
3,0,0.41,0.59,0.3,0.26,0.16,0.19,0.1,5915,1976,0.011,0
2,0,0.57,0.43,0.12,0.23,0.16,0.21,0.29,3694,621,0.014,0
14,0,0.75,0.25,0.0,0.25,0.0,0.0,0.75,408,450,0.0,0
129,26,0.35,0.65,0.35,0.28,0.2,0.09,0.08,90805,926,0.051,0
339,151,0.47,0.53,0.17,0.23,0.3,0.16,0.14,20147,1265,0.077,0
4,1,0.42,0.58,0.26,0.27,0.21,0.14,0.12,5292,1617,0.022,0
2019,1112,0.43,0.57,0.24,0.24,0.29,0.1,0.13,7480,1576,0.076,0
527,135,0.38,0.62,0.31,0.25,0.23,0.12,0.09,20741,1685,0.025,0
391,131,0.44,0.56,0.28,0.18,0.27,0.15,0.12,14005,2561,0.011,0
1,1,0.3,0.7,0.34,0.38,0.22,0.05,0.01,9092,1755,0.067,0
13,1,0.43,0.57,0.28,0.2,0.24,0.12,0.16,29190,981,0.03,0
1,0,0.4,0.6,0.38,0.16,0.2,0.09,0.18,73117,10442,0.075,0
4,1,0.33,0.67,0.43,0.2,0.17,0.12,0.07,1105,1001,0.0,1
37,3,0.28,0.72,0.49,0.16,0.21,0.12,0.02,104624,819,0.03,0
3,0,0.44,0.56,0.27,0.24,0.1,0.29,0.09,2303,1650,0.023,0
2,0,0.54,0.46,0.13,0.3,0.12,0.18,0.28,6761,2673,0.013,0
1,0,0.48,0.52,0.16,0.28,0.26,0.15,0.14,5050,4533,0.038,0
463,100,0.32,0.68,0.42,0.25,0.18,0.09,0.06,120604,2174,0.073,0
8,2,0.48,0.52,0.2,0.22,0.23,0.21,0.16,40705,1276,0.013,0
10,2,0.47,0.53,0.21,0.23,0.24,0.18,0.16,2423,1322,0.0,0
45,36,0.42,0.58,0.28,0.26,0.15,0.21,0.1,49421,3004,0.067,0
53,9,0.45,0.55,0.24,0.19,0.24,0.22,0.1,7696,1091,0.031,0
1,0,0.42,0.58,0.26,0.27,0.18,0.22,0.07,1814,725,0.0,0
3,0,0.48,0.52,0.26,0.18,0.23,0.14,0.19,45322,2063,0.087,0
9,2,0.46,0.54,0.2,0.19,0.28,0.27,0.06,3666,2218,0.014,0
90,18,0.41,0.59,0.33,0.17,0.22,0.13,0.15,135034,963,0.081,0
14,3,0.57,0.43,0.14,0.23,0.13,0.21,0.29,3137,1226,0.0,0
5,1,0.42,0.58,0.27,0.27,0.18,0.11,0.17,5991,1266,0.014,0
421,56,0.48,0.52,0.22,0.2,0.26,0.13,0.18,404247,1709,0.051,0
19,7,0.44,0.56,0.24,0.27,0.16,0.2,0.14,13872,1287,0.04,0
163,60,0.4,0.6,0.28,0.27,0.21,0.13,0.11,13668,987,0.011,0
6,2,0.45,0.55,0.27,0.22,0.2,0.11,0.2,53125,742,0.016,0
344,68,0.42,0.58,0.21,0.29,0.28,0.15,0.07,15773,4407,0.041,0
2,1,0.39,0.61,0.32,0.13,0.39,0.11,0.06,8380,1635,0.026,0
3,0,0.43,0.57,0.25,0.18,0.25,0.19,0.14,4662,2149,0.021,0
32,6,0.34,0.66,0.39,0.21,0.22,0.08,0.09,14926,3920,0.024,0
704,126,0.38,0.62,0.35,0.2,0.23,0.12,0.11,140842,1524,0.051,1
2,0,0.45,0.55,0.27,0.19,0.26,0.17,0.12,7474,1215,0.057,0
1749,316,0.35,0.65,0.38,0.21,0.22,0.11,0.08,435466,3271,0.051,0
19,8,0.36,0.64,0.39,0.21,0.19,0.12,0.09,23541,604,0.033,0
12,2,0.29,0.71,0.44,0.21,0.24,0.09,0.01,3055,1735,0.037,0
70,8,0.52,0.48,0.24,0.13,0.21,0.24,0.19,157568,3657,0.062,0
469,39,0.48,0.52,0.26,0.19,0.17,0.18,0.18,127595,3433,0.091,0
7,2,0.25,0.75,0.49,0.27,0.14,0.06,0.04,34280,1563,0.022,0
413,250,0.36,0.64,0.29,0.32,0.22,0.13,0.04,56718,2982,0.049,0
548,77,0.37,0.63,0.29,0.3,0.25,0.09,0.07,5342,1459,0.035,0
0,0,0.7,0.3,0.0,0.0,0.5,0.0,0.5,3731,1396,0.25,0
103,35,0.29,0.71,0.43,0.26,0.2,0.11,0.0,39720,2057,0.062,0
6,2,0.43,0.57,0.25,0.3,0.17,0.15,0.14,3595,1083,0.054,0
6,2,0.42,0.58,0.23,0.31,0.22,0.09,0.15,79422,1395,0.064,0
59,15,0.54,0.46,0.26,0.11,0.19,0.15,0.3,5837,787,0.037,0
18,5,0.4,0.6,0.37,0.19,0.19,0.11,0.15,75759,1548,0.09,0
954,202,0.34,0.66,0.44,0.18,0.15,0.12,0.12,21673,2433,0.043,0
586,96,0.5,0.5,0.23,0.18,0.21,0.13,0.24,175438,1628,0.054,0
53,12,0.38,0.62,0.25,0.35,0.21,0.16,0.04,13780,1238,0.01,0
16,5,0.47,0.53,0.26,0.18,0.21,0.21,0.15,10629,855,0.041,1
2,1,0.33,0.67,0.35,0.35,0.16,0.07,0.06,2474,780,0.0,0
2,0,0.36,0.64,0.41,0.2,0.19,0.09,0.1,10033,3463,0.02,0
3,1,0.43,0.57,0.24,0.3,0.16,0.19,0.11,6928,1700,0.047,0
146,83,0.37,0.63,0.4,0.22,0.15,0.08,0.14,11890,1381,0.02,0
4,1,0.48,0.52,0.23,0.2,0.18,0.19,0.2,69688,2393,0.125,0
1213,59,0.39,0.61,0.29,0.32,0.18,0.13,0.08,13610,1428,0.031,0
1,0,0.33,0.67,0.39,0.29,0.12,0.15,0.04,5583,3470,0.0,0
2,0,0.48,0.52,0.22,0.23,0.14,0.25,0.17,6019,1066,0.055,0
4,1,0.56,0.44,0.19,0.16,0.21,0.14,0.31,18877,1309,0.09,0
224,95,0.41,0.59,0.31,0.21,0.24,0.17,0.07,10811,1942,0.034,0
2,0,0.47,0.53,0.24,0.24,0.19,0.09,0.25,2839,891,0.027,0
50,25,0.35,0.65,0.35,0.27,0.23,0.04,0.11,133283,2302,0.097,0
142,22,0.48,0.52,0.17,0.25,0.26,0.18,0.14,14515,3786,0.029,0
455,84,0.34,0.66,0.43,0.25,0.13,0.09,0.09,35016,4011,0.065,0
170,28,0.41,0.59,0.34,0.21,0.16,0.1,0.19,178856,1152,0.038,0
1,0,0.37,0.63,0.34,0.22,0.24,0.16,0.04,11466,1002,0.024,0
1073,158,0.37,0.63,0.37,0.21,0.22,0.06,0.13,136844,1176,0.033,0
3,1,0.31,0.69,0.29,0.43,0.19,0.05,0.05,80633,3240,0.032,0
29,8,0.3,0.7,0.45,0.24,0.17,0.08,0.06,28455,1405,0.021,0
12,2,0.41,0.59,0.35,0.17,0.15,0.18,0.15,10298,3457,0.074,0
4,1,0.44,0.56,0.2,0.31,0.23,0.14,0.11,22790,1772,0.167,0
465,62,0.4,0.6,0.35,0.16,0.19,0.17,0.12,78011,1740,0.065,0
141,29,0.25,0.75,0.54,0.26,0.1,0.05,0.05,3591,938,0.04,0
9,2,0.48,0.52,0.19,0.26,0.2,0.17,0.18,10336,1115,0.021,0
12,3,0.36,0.64,0.36,0.26,0.16,0.11,0.09,10448,1150,0.057,0
2,1,0.49,0.51,0.14,0.25,0.14,0.44,0.03,14446,1615,0.12,0
6,2,0.36,0.64,0.42,0.18,0.19,0.15,0.07,8954,1340,0.031,0
9,1,0.51,0.49,0.18,0.18,0.25,0.14,0.24,3156,1225,0.023,0
36,9,0.53,0.47,0.16,0.21,0.21,0.18,0.23,7809,2205,0.074,0
3,3,0.43,0.57,0.21,0.29,0.21,0.14,0.14,3679,1816,0.0,0
2,1,0.36,0.64,0.32,0.37,0.14,0.06,0.12,39051,1249,0.054,0
1,0,0.72,0.28,0.06,0.17,0.17,0.0,0.61,58739,1128,0.059,0
4,1,0.44,0.56,0.29,0.2,0.24,0.12,0.15,8635,1301,0.024,0
935,152,0.33,0.67,0.36,0.3,0.19,0.08,0.07,396006,1167,0.053,0
0,0,0.63,0.37,0.0,0.0,0.0,1.0,0.0,1539,1699,0.0,0
